,exemplar ENGLISH,anvil,chisel,axe,drill,crowbar,screw wrench,lawn mower,hammer,spanner,pickaxe,crowbar,wheelbarrow,knife,wrench,oil can,filling knife,plough,plane,shovel,screwdriver,grinding disc,nail,moped,vacuum cleaner,tongs,rope,paint brush,file,level,saw
exemplar DUTCH,,aambeeld,beitel,bijl,boormachine,breekijzer,engelsesleutel,grasmachine,hamer,houtklem,houweel,koevoet,kruiwagen,mes,moersleutel,oliespuit,plamuurmes,ploeg,schaaf,schop,schroevendraaier,slijpschijf,spijker,staalborstel,stofzuiger,tang,touw,verfborstel,vijl,waterpas,zaag
aambeeld,anvil,0,1,4,1,7,4,6,16,3,1,9,9,6,1,2,6,4,9,12,1,1,1,5,2,1,1,4,2,3,3
beitel,chisel,0,0,7,8,4,18,5,11,1,13,13,1,6,4,1,4,5,4,9,15,1,4,7,4,4,1,15,4,6,5
bijl,axe,0,0,0,7,6,6,5,16,2,16,4,5,16,5,9,8,15,6,1,4,3,6,5,2,8,1,3,5,4,9
boormachine,drill,0,0,0,0,11,6,14,8,3,5,8,5,8,6,1,8,5,4,1,2,14,3,5,16,4,1,3,1,5,2
breekijzer,crowbar,0,0,0,0,0,5,1,11,11,7,15,1,12,10,20,14,4,9,6,5,3,6,5,3,17,1,5,6,4,4
engelse sleutel,adjustable spanner,0,0,0,0,0,0,2,14,19,4,6,4,4,19,4,14,7,9,4,20,8,9,9,1,6,1,5,4,15,4
grasmachine,lawn mower,0,0,0,0,0,0,0,5,2,4,5,11,4,3,5,3,18,12,6,2,14,1,5,17,4,1,2,5,6,1
hamer,hammer,0,0,0,0,0,0,0,0,4,9,9,5,3,14,11,18,4,2,15,4,3,12,13,4,13,1,5,6,14,9
houtklem,clamp,0,0,0,0,0,0,0,0,0,6,1,1,5,4,6,5,3,3,3,5,5,4,1,3,13,1,3,2,8,5
houweel,pickaxe,0,0,0,0,0,0,0,0,0,0,13,4,8,3,1,3,11,5,17,5,1,3,1,3,5,1,13,6,2,6
koevoet,crowbar,0,0,0,0,0,0,0,0,0,0,0,8,4,9,1,2,4,4,1,7,6,1,5,4,3,1,2,1,2,4
kruiwagen,wheelbarrow,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,4,9,1,2,2,1,3,3,13,4,1,2,2,1,1
mes,knife,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,15,13,9,8,13,15,3,3,4,11,3,13,19,9,19
moersleutel,wrench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,15,4,15,6,2,1,1,6,1,5,4,15,2
oliespuit,oil can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,3,2,6,4,5,1,1,8,4,2,1
plamuurmes,filling knife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,9,2,8,4,1,8,1,5,16,12,6
ploeg,plough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,11,9,3,9,2,14,1,4,8,1,12
schaaf,plane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,4,6,2,2,1,2,18,16,14
schop,shovel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,1,1,4,1,3,5,3,8
schroevendraaier,screwdriver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,2,4,2,13,3,8,3
slijpschijf,grinding disc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,12,1,2,5,3,15
spijker,nail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,2,4,2,3
staalborstel,wire brush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,13,17,9,4
stofzuiger,vacuum cleaner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,2,4
tang,tongs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8,9
touw,rope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1
verfborstel,paint brush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5
vijl,file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
waterpas,level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
zaag,saw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
