,exemplar ENGLISH,can opener,plate,toaster,bottle,stove,fridge,glass,towel,kettle,whisk,percolator,bowl,spoon,knife,microwave oven,mixer,nutcracker,place mat,oven,pan,pot,grater,scissors,apron,spatula,mug,teaspoon,colander,fork,electric kettle,scales,wok,sieve
exemplar DUTCH,,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
blikopener,can opener,0,1,1,1,1,1,1,1,1,2,1,1,1,4,1,3,12,1,1,1,1,2,3,1,1,1,1,1,4,1,1,1,1
bord,plate,0,0,1,1,1,1,3,1,1,1,1,16,1,1,1,1,1,1,1,6,4,1,1,1,1,6,1,6,1,1,1,15,10
broodrooster,toaster,0,0,0,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1
fles,bottle,0,0,0,0,1,1,2,1,8,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1
fornuis,stove,0,0,0,0,0,3,1,1,1,1,1,1,1,1,6,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1
frigo,fridge,0,0,0,0,0,0,1,1,1,1,1,1,1,1,10,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glas,glass,0,0,0,0,0,0,0,1,1,1,3,6,1,1,1,1,1,1,1,2,5,1,1,1,1,17,1,3,1,2,1,2,1
handdoek,towel,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1
ketel,kettle,0,0,0,0,0,0,0,0,0,1,6,3,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,15,1,4,1
klopper,whisk,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,17,2,11,1,1,1,2,2,1,1,1,2,1,3,1,1,1,2
koffiezet,percolator,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,1,10,2,1,2
kom,bowl,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,12,11,1,1,1,1,16,1,8,1,2,5,13,2
lepel,spoon,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1,1,1,1,1,18,1,20,1,12,1,1,1,1
mes,knife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,7,12,1,14,1,10,1,14,1,1,1,1
microgolf,microwave oven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,1,1,1,1,1,1,1,1,1,1,2,1,1,1
mixer,mixer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,4,4,1,1,1,1,2,3,1,1,1,3
notenkraker,nutcracker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,1,1,1,1,1,2,1,1,1,1
onderlegger,place mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oven,oven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1
pan,pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,1,1,2,1,3,1,1,1,14,1
pot,pot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,1,4,1,1,1,7,2
rasp,grater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,2,2,1,1,1,11
schaar,scissors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,1,5
schort,apron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
spatel,spatula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,8,1,1,1,1
tas,mug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1
theelepel,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,1,1,1
vergiet,colander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,20
vork,fork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
waterkoker,electric kettle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
weegschaal,scales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
wok,wok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
zeef,sieve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
