,exemplar ENGLISH,can opener,plate,toaster,bottle,stove,fridge,glass,towel,kettle,whisk,percolator,bowl,spoon,knife,microwave oven,mixer,nutcracker,place mat,oven,pan,pot,grater,scissors,apron,spatula,mug,teaspoon,colander,fork,electric kettle,scales,wok,sieve
exemplar DUTCH,,blikopener,bord,broodrooster,fles,fornuis,frigo,glas,handdoek,ketel,klopper,koffiezet,kom,lepel,mes,microgolf,mixer,notenkraker,onderlegger,oven,pan,pot,rasp,schaar,schort,spatel,tas,theelepel,vergiet,vork,waterkoker,weegschaal,wok,zeef
blikopener,can opener,0,3,4,2,5,4,3,3,4,6,6,3,2,8,5,5,4,9,6,3,2,11,14,3,2,2,3,3,4,3,7,3,3
bord,plate,0,0,8,5,4,3,9,2,8,4,4,8,4,6,3,4,5,8,6,10,8,5,3,7,3,9,3,3,3,2,2,13,3
broodrooster,toaster,0,0,0,3,3,5,3,3,4,3,7,2,4,1,3,3,4,16,4,3,4,2,2,4,3,4,4,3,6,5,8,1,2
fles,bottle,0,0,0,0,3,4,9,1,6,3,5,4,4,15,5,3,4,2,3,6,5,7,2,4,3,14,5,5,5,9,2,6,4
fornuis,stove,0,0,0,0,0,8,5,4,5,2,2,3,3,10,13,6,5,3,2,2,3,3,2,12,2,2,3,8,2,2,2,1,2
frigo,fridge,0,0,0,0,0,0,7,2,4,4,3,3,4,1,3,5,3,2,3,2,3,3,3,4,3,3,2,4,1,7,8,8,1
glas,glass,0,0,0,0,0,0,0,2,4,3,4,3,4,13,3,4,3,2,2,9,6,8,10,5,6,17,5,3,4,7,2,10,7
handdoek,towel,0,0,0,0,0,0,0,0,7,6,2,3,2,1,3,2,2,3,3,2,2,2,1,6,4,4,3,1,3,5,7,5,3
ketel,kettle,0,0,0,0,0,0,0,0,0,3,12,3,16,3,6,8,4,4,4,16,10,5,3,7,16,7,15,5,3,16,2,3,2
klopper,whisk,0,0,0,0,0,0,0,0,0,0,8,6,8,4,2,4,5,13,2,5,4,10,8,2,9,2,2,3,6,3,1,4,2
koffiezet,percolator,0,0,0,0,0,0,0,0,0,0,0,10,3,7,3,9,8,4,2,3,9,2,2,2,3,1,8,3,3,2,2,5,5
kom,bowl,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,2,3,2,4,7,12,3,2,10,2,4,5,6,9,2,9,9,3
lepel,spoon,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,2,4,3,4,6,4,3,4,12,3,19,2,3,2,1,3,3
mes,knife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,2,4,4,4,9,15,4,6,2,9,2,10,1,2,2,3
microgolf,microwave oven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,15,10,6,3,3,1,2,2,2,3,7,17,4,3,2
mixer,mixer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,5,1,11,9,2,2,2,5,4,3,4,3,6,2
notenkraker,nutcracker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,9,1,5,4,3,2,9,8,6,2,2
onderlegger,place mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,7,6,8,2,5,2,8,3,5,1,2
oven,oven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,1,2,1,3,2,2,3,14,6,2,10,4
pan,pan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,2,6,7,7,2,2,5,3,2,16,9
pot,pot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16,3,7,2,4,13,3,2,15,8
rasp,grater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,3,2,2,4,2,3,4,6
schaar,scissors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12,8,3,3,2,12,6,10
schort,apron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,9,3,3,12,3
spatel,spatula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,2,3,9,2,2
tas,mug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,8,2,9,2
theelepel,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,5
vergiet,colander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,2
vork,fork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
waterkoker,electric kettle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1
weegschaal,scales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
wok,wok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
zeef,sieve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
